battery_level,memory_ratio,network_reliability,data_quality,rounds_since_participation,reliability_score,data_volume,gradient_quality,performance_score,lifetime_prediction,network_stability,battery_health,memory_efficiency,performance_trend,failure_probability,temperature_impact,workload_intensity,should_select,round_number,device_type,device_age_days
0.1565046198826498,0.25884584495901347,0.889611460003105,0.939107262538404,0.10648041334972666,0.8959376672967958,1.0,0.9045346975273617,0.5103737275346711,0.10722987993300055,0.9181610546141208,0.9014505201007015,0.964029439836756,0.43589503491871284,0.26627145192200913,0.07010883023276122,0.3421486411546475,1,0,camera,252.29586683436227
0.26257109589677297,0.2219418182771478,0.6654708022127899,0.5229738813976739,0.06327280636330068,0.6010331917553982,0.22493816453263973,0.24831382540084665,0.4506085572817604,0.2357277235127173,0.7599761779792349,0.9463132552318887,0.9804043381596393,0.11187698968458404,0.34806126938314175,0.1564004641836142,0.1327064911877673,0,1,actuator,8.357628555594875
0.8718351197968368,0.5708472800548147,0.7806333277514537,0.11879481659892838,0.9046804243199137,0.25515389459845994,1.0,0.028462186965653752,0.5502390925061363,0.8268005812379587,0.6298993423560715,0.9099309228822439,0.967124786852019,0.6592857580196193,0.33398282244029454,0.1540200116332574,0.13948373606166162,0,2,tracker,49.96017537850295
0.8673258059039035,0.4855150716323285,0.8624517988888593,0.21185399463339827,0.13726251950682214,0.8169592814373354,1.0,0.1509825313974387,0.7818894434462443,0.8048615093892018,0.8445235700799628,0.8750714069705968,0.9544010635442678,0.4611401640571441,0.3281187996288546,0.20022133614802634,0.3536690529005115,1,3,camera,24.636348067496673
0.4091597658718754,0.19817382487742569,0.81132028787913,0.39918812911657237,0.14315505325693292,0.6206868876381775,0.8549244099722723,0.2439896157319674,0.509380267342521,0.37364342816428886,0.7573218070561226,0.928967324584827,0.9740730734734618,0.42169664183567157,0.2666677627400573,0.0839655052352271,0.212275368508044,1,4,sensor,0.6176070032247352
0.544176953006114,0.613298238747805,0.9094730539291302,0.5073010806245956,0.03897075653925784,0.4764099373910448,0.9302680392165166,0.20939708224762735,0.6463464867860378,0.4985001203691855,0.8687600226354489,0.908646334726143,0.9666559121750422,0.4030274302648183,0.32416874621026365,0.1723958596091465,0.3399550492710902,1,5,actuator,36.584682612509994
0.4440390873252436,0.6500290808987685,0.9140874554762575,0.5334225919408407,0.07938277031471498,0.5387454344098193,0.903963361325277,0.3102978984767153,0.6312221118664322,0.3840412525758469,0.9833541957376407,0.8800043305012066,0.9562015806329404,0.5161492243046999,0.4666963980649212,0.2960651968754542,0.47182637147927625,1,6,tracker,29.693215051568135
0.2716828215734593,0.39022085460548506,0.7938429904212584,0.7482637807682144,0.7141762997464444,0.7255058655393376,0.7645245983323951,0.48492519776359105,0.541714393479916,0.13914803693436384,0.8439934845512544,0.734930430721809,0.9032496072134603,0.4694847245925992,0.39198002873075255,0.12195956213563186,0.061926333757272835,1,7,sensor,6.022879902265849
0.7554244078338473,0.31546655635720544,0.75910135451758,0.3007484221054446,0.037825730257443166,0.7528190727590116,0.1809033321027085,0.24868641753813395,0.6377513796734454,0.6837029121802232,0.6422104359759789,0.8565570086927516,0.9476433081728544,0.3242682483111903,0.40454971167376924,0.22415362992217866,0.01763724320823024,0,8,camera,130.81349331135127
0.4867289330857095,0.7535863015919068,0.7332982928343583,0.30338013613703996,0.2804402953991551,0.4058754945064807,1.0,0.13057979077650164,0.6191943130790672,0.33996183523399814,0.6693229791399963,0.7064658042965771,0.8928600185682507,0.3556770028745674,0.3886218398442891,0.12761303591629788,0.40369012398000903,1,9,camera,47.427562573582435
0.9614112726967883,0.45902380697355494,0.9155899472233264,0.4953098095102461,0.1073577773773197,0.8801731103742311,0.8967949846011228,0.4885473341281674,0.7873273648351733,0.9572052736741302,1.0,0.9915880019546839,0.9969296207134596,0.11352113170772515,0.28735437798007235,0.21934658840796628,0.08395369781256352,1,10,sensor,62.86365998491538
0.7007346918417026,0.8990499987465386,0.958297436700507,0.711348225083928,0.25302245852361605,0.7311257831743929,0.578158599269784,0.5174564050784871,0.7900046670415307,0.5804878350911105,1.0,0.759506286498816,0.9122197945720678,0.167345159005859,0.30485401330945805,0.12160855667132521,0.6080083554128356,1,11,actuator,5.771854167325185
0.6463651875231988,0.9448653340164488,0.8913504166977885,0.668158632447413,0.062325955710275695,0.7712634166192087,1.0,0.4957377291318125,0.8283477667258605,0.614215604882138,1.0,0.9357008347178783,0.9765308046720256,0.2740302485410132,0.2193605647192798,0.13571531209597718,0.4299426571763154,1,12,tracker,44.98156946162018
0.633880927378893,0.5969440345081714,1.0,0.35362630077724516,0.014171603675323788,0.6036705465352488,0.5477078590644248,0.17511085177307958,0.6131218801530535,0.5049738874688089,1.0,0.7421859201798318,0.9058978608656386,0.48939049742896606,0.4780941019784552,0.23312362611428714,0.32990318634955346,1,13,actuator,30.339322433124206
0.29927381848821966,0.01131235835976161,0.8735552288625732,0.20251805151568195,0.5478910799871427,0.7556842056224555,0.6081820201518008,0.1372728221633571,0.46992147177807614,0.2865823459926577,0.9182766627594363,0.9746170550088762,0.9907352250782397,0.5857432613815753,0.19296013517811522,0.02124510421597614,0.4403359053587873,0,14,tracker,60.934186607236406
0.42994436415060094,0.7198666399446789,1.0,0.7699384182589692,0.6069173114533045,0.5747101000921522,0.3879237161877582,0.3845584923444948,0.6516647063865734,0.4248224562365465,1.0,0.9897561841718912,0.9962610072227402,0.3420959809133972,0.1475669946454305,0.03794449864734806,0.044578422445189905,1,15,actuator,48.9819688453694
0.5947025455799786,0.29615985740517425,0.8069732133196353,0.5354509147917681,0.1740724935468752,0.6758363485783062,0.2843437464820105,0.37578203707034125,0.5839595694102168,0.49119508842566856,0.7427237485428739,0.7929850856913798,0.9244395562773536,0.41291087792392406,0.314650681114223,0.08633109478297799,0.2771120399570364,1,16,camera,26.238890601752495
0.6639338763158433,0.8457815086358458,0.8403493549637857,0.7280919713944193,0.1979151998115774,0.8146556350213785,1.0,0.665288011688656,0.8445792164462216,0.6109069242350114,0.7660619307473719,0.8939460958383361,0.9612903249809926,0.6410007007976458,0.38163053407129605,0.2819773469243306,0.2599203969174931,1,17,sensor,1.1547729308542916
0.41281771948036894,0.5526512258506445,0.9018581569769718,0.3617022034066918,0.4983500257285919,0.43286721372757453,1.0,0.16714189164705173,0.5482445230270592,0.28898257140998035,0.9563352400927624,0.7523297038592228,0.9096003419086164,0.17120342398995492,0.4105309759791922,0.1511691848169214,0.33032936329243023,1,18,actuator,203.64812333969465
0.6030712277809634,0.8259089667103348,0.8669859815474938,0.8797942770629005,0.15445234193773366,0.8769204881331772,0.5867609877733,0.7835748936668723,0.686964413261248,0.5911169325254404,0.8766464501564034,0.9760914094889538,0.9912733644634681,0.6604342397887457,0.31751495732969204,0.21164998605254332,0.45315768670336976,1,19,tracker,236.74436430865094
0.9189210117949875,0.703032605723427,0.904273498157323,0.5123045744462343,0.14294452306519906,0.5633012724715756,0.5231888629669261,0.29807782281636663,0.7446850885567232,0.9165761233083677,0.766966994456987,0.9953102230267602,0.9982882314047674,0.40593239866391445,0.13369879994284312,0.05475943802324017,0.29811298822799953,1,20,camera,201.3223392287952
0.7352613767016424,0.7213073042822514,0.9761768795243176,0.06872858949172345,0.053732794300826316,0.7261712918757832,1.0,0.05286207043959138,0.7771854220332752,0.6861728976384618,1.0,0.9018230418736387,0.9641654102838781,0.5873227902024003,0.2691064172447384,0.1531735647915403,0.03969676897022095,1,21,sensor,13.44691718684464
0.8857463393238965,0.6640064140972674,1.0,0.5378333125772399,0.4731912515857905,0.5976402502133152,0.38642419248940113,0.3274385936363211,0.8206862073182772,0.8593846442728507,1.0,0.9472766098979082,0.9807559626127365,0.3905347671587598,0.14158541183434403,0.061429578978781305,0.16627100158019686,1,22,sensor,35.22166104523015
0.760633516651837,0.40796979732493605,1.0,0.29104932071743184,0.1857506640379727,0.5989221897091703,0.3165646878874457,0.17110137334538283,0.6608919168068118,0.6809870647587312,0.8584593564450984,0.8407070962137885,0.9418580901180328,0.5324519141108857,0.37219099945630196,0.19081212260523975,0.512002484110283,1,23,actuator,90.24254941468564
0.6559687586776245,0.42714032770582677,1.0,0.7386709963562925,0.4879145505962546,0.7274200596128554,0.22790058427142929,0.5021472418003906,0.6887079297688282,0.5876657668099977,0.9767324967659526,0.8633940162647463,0.9501388159366324,0.6363627340389342,0.1740457356673421,0.012355122730363743,0.14616502358095948,1,24,sensor,33.6283602545779
0.6711657065628915,0.8000641033616376,1.0,0.5578613190768358,0.4090397319015702,0.4424682620493218,0.34503856015239576,0.2764304215844782,0.7680480921314178,0.5211657065628915,0.8403138684019634,0.7,0.8869122974806233,0.5195633890046196,0.2510138675678816,0.031428295207306924,0.2062998823200282,1,25,camera,35.347419317013234
0.6705690672713966,0.9011016013187736,1.0,0.5419746504465739,0.09432647424349687,0.7235150378148176,0.2550941877542501,0.37828479439552615,0.8972665270435622,0.5377625405525074,1.0,0.7343869465622217,0.9030512354952109,0.24504075443074158,0.4033761167213168,0.23974954811549634,0.07886215927566347,1,26,actuator,24.646349979355684
0.06908111628156065,0.5488411795042927,1.0,0.7604468236890265,0.21491802736117588,0.7830032889670268,0.9742974929888777,0.6002319872294853,0.62463081379114,0.02033910670332212,0.978006326358513,0.9025159808435229,0.9644183330078859,0.2732993016038449,0.240414077276164,0.0790613118352675,0.40873428082335084,1,27,actuator,220.74071670568193
0.7012083604298668,0.32874415501486265,0.94530806171114,0.3747468648739478,0.27128630421527866,0.8129292378906938,0.15351539546241935,0.3171970429253921,0.6632597482122753,0.6535305398792621,1.0,0.9046443588987906,0.9651951909980585,0.510218065489922,0.41369804065303917,0.26499814456611703,0.08669969573481517,1,28,tracker,52.40111107897234
0.14795969690179084,0.02769820439995313,0.9297763117578606,0.4450281452180344,0.17787149289647236,0.47335666903791396,1.0,0.21960191029725437,0.38946997938584066,0.07390616137395142,0.9112636488430303,0.8518929289443211,0.9459409190646773,0.554452243724546,0.5438765311714807,0.2866639894593936,0.6723574906962176,0,29,actuator,10.960443679954441
0.34323231258855125,0.7942544184665373,0.7662535831202407,0.47043013314421206,0.09947888342475912,0.7752702431167046,0.4714767561836492,0.45298304929222133,0.5979784418977877,0.2846133056536858,0.7512563707550745,0.8827619861302691,0.9572081249375483,0.7093862097337083,0.3877769677461986,0.20855149338066947,0.1645420061475298,1,30,tracker,71.41041049408847
0.7792467059873694,0.6402930072943703,0.9840947638073221,0.8426333720843854,0.6271245956221494,0.52910008603914,0.15307572846194303,0.38103031091286116,0.7199137631841116,0.7682527576305797,1.0,0.9780121032864205,0.9919744176995435,0.3290864557890185,0.2224884025036577,0.12746858310210146,0.20573132983793066,1,31,tracker,13.454045227339662
0.35893733542962536,0.6874829894239011,0.7993646387708415,0.7249576640162715,0.09479034391837596,0.5632338923971615,1.0,0.3554483234771611,0.5760825659853068,0.2834705276851411,0.7185812990151164,0.8490663845110316,0.9449092303465265,0.4664621424297856,0.20692174096659677,0.004279703017704605,0.23981502345432307,1,32,sensor,155.62997563319908
0.7377366579635006,0.659198890256971,0.9772474418290804,0.6445481682087907,0.13043878039975473,0.7126960047997697,0.1702188342423841,0.5500847032227771,0.7684337136372745,0.7317828247363235,0.8559583576658765,0.9880923335456456,0.9956537017441607,0.3121599858304193,0.2182014375776116,0.14277771844161677,0.06787524619840471,1,33,sensor,126.64798791738974
0.3243899990824886,0.25259305203125915,0.9227282042959827,0.4667220919780647,0.210466678131949,0.46434297910868333,0.2916371040739855,0.19037650319320792,0.4849566212332339,0.17438999908248864,1.0,0.7,0.8280241703120107,0.5164059525799729,0.34916339918047634,0.04465038555044654,0.05251806534350177,0,34,tracker,130.96440081964658
0.6851522505552887,0.6327796028528792,1.0,0.4287764916148533,0.0200838454416767,0.5320775032764399,1.0,0.20245392859279104,0.702132352208594,0.5637521824476398,1.0,0.7571998637847024,0.9113779502814163,0.1859153468190493,0.423133890348639,0.21237352790356842,0.08485129913719905,1,35,actuator,21.962893891047607
0.8028229341605357,0.7815857774411757,0.929563082024,0.6284211093763113,0.19928494005322323,0.8052361817255106,0.4115098186210103,0.575833926686182,0.7865581620474915,0.8014828043029029,1.0,0.9973197402847341,0.999021705203928,0.4047138924821365,0.1800699685565378,0.11469728731315233,0.3697118125910816,1,36,actuator,15.602528750957218
0.145869833645,0.17099929580584577,0.9858307781761013,0.7004198732223096,0.7922375401311985,0.6376603554616791,0.5897881437845085,0.42778998636055565,0.5121450178370501,0.0,0.9420411774316153,0.7,0.8466493506767464,0.6425647889150127,0.39561240043197965,0.09925590578309469,0.23821978321601345,0,37,camera,21.946711291968622
0.19327041135212422,0.7211584614596627,0.9194973551162778,0.587297917907132,0.03744309144946627,0.269875589835839,0.4662682374145682,0.15192885805637174,0.5634114952033847,0.08504036735910554,0.8408452292327813,0.7835399120139627,0.9209920678850964,0.2715468461978128,0.26053829583565685,0.021331700403653595,0.17836944261711304,0,38,tracker,21.60616489423424
0.4412249204641334,0.899784967825924,0.7677184010732769,0.9027236792260463,0.20292586896627776,0.6496006162735166,1.0,0.5532516267330737,0.6630531280081879,0.3312377520354677,0.7279147822385638,0.7800256631426685,0.919709367047074,0.7466097884393299,0.3904943646989273,0.17942313467271792,0.08121783570805323,1,39,camera,452.96457728280507
0.4531319877941014,0.9288116999714935,1.0,0.5718720078793595,0.42334132640782435,0.6366351964031737,1.0,0.3305372361650738,0.7165445085106327,0.44410386754420855,0.9190477587841888,0.9819437595002142,0.9934094722175781,0.8477943461681805,0.29623874830923835,0.20217398061253528,0.40385388289113666,1,40,sensor,3.8505242416121277
0.8161092848815158,0.9342708493604216,1.0,0.5364906831259161,0.03363072631549813,0.8123424625183528,0.1438298849578172,0.5328543877475009,0.851090080706551,0.7676481535035763,1.0,0.9030777372441208,0.964623374094104,0.24194990598366606,0.15853282370847263,0.0653987165424983,0.13029045721585705,1,41,sensor,12.969590289068114
0.35808160508455017,0.8835734908377225,0.9963248988954397,0.3541592293558244,0.06082945562030788,0.40008412853039327,0.5650444646734436,0.14856388555667085,0.6513167835381823,0.30010736975085556,1.0,0.8840515293326107,0.9576788082064029,0.28975446284062,0.4132229477433699,0.2506437474711299,0.1164312251003519,1,42,tracker,49.60552339241949
0.7793704585532644,0.47495149567654704,0.9730865606480746,0.24716678011317153,0.3507395081026557,0.661961991954674,0.8173956280425042,0.17159773994147934,0.7012484668744643,0.7654015453060684,0.866843749355661,0.9720621735056079,0.9898026933295468,0.5635971069403393,0.3938697384334753,0.2902753652486185,0.17127927404970242,1,43,camera,68.36874416108566
0.6318748384334985,0.5841904027919086,0.8586594449131955,0.3587878302107977,1.0,0.48222448952163277,0.09222139023074719,0.17737749670742722,0.5924335732452036,0.5269004231098511,0.7273321568939353,0.7900511693527054,0.9233686768137375,0.12196432477102503,0.3956179051758041,0.16837356182571786,0.32302828008621876,0,44,sensor,39.88807368033221
